label,https://w3id.org/semanticarts/ns/ontology/gist/isRecordedAt,https://www.michaeldebellis.com/climate_obstruction/reporter_info,https://www.michaeldebellis.com/climate_obstruction/status,https://www.michaeldebellis.com/climate_obstruction/case_categories,https://www.michaeldebellis.com/climate_obstruction/jurisdictions,https://www.michaeldebellis.com/climate_obstruction/principal_laws,https://www.michaeldebellis.com/climate_obstruction/summary,https://www.michaeldebellis.com/climate_obstruction/at_issue,https://www.michaeldebellis.com/climate_obstruction/case_documents,https://www.michaeldebellis.com/climate_obstruction/url
State ADI 0804739-62.2021.8.22.0000 (Jaci-Paraná Extractive Reserve and Guajará-Mirim State Park),2021,ADI 0804739-62.2021.8.22.0000,Decided,,"Brazil, Rondônia, Rondônia State Court","Brazil, Federal Constitution, art. 225, Brazil, Paris Agreement (enacted by Decree 9073/2017), Brazil, State Policy on Climate Governance and Environmental Services (Rodonia), Brazil, ILO Convention 169 (enacted by Decree 5051/2004, Brazil, State Constitution (Rodonia), Brazil, Federal Constitution, art. 170, Brazil, Federal Law 9 985/2000 (National System of Nature Conservation Units – SNUC), Brazil, National Policy on Climate Change – PNMC (Federal Law 12, International Law, ILO Indigenous and Tribal Peoples Convention 169, Brazil, National Environmental Policy (Federal Law 6 938/81)","This is a State Direct Action of Unconstitutionality, with a request for a precautionary measure, filed by the Public Prosecutor's Office of the State of Rondônia (MPRO) due to the publication of state Complementary Law (LC) 1.089/2021, initiated by the State Governor, questioning in particular: (i) art. 1º, caput, and its paragraphs 1º and 2º; (ii) art. 2º, caput and paragraphs 1º and 2º; (iii) art. 15, caput and sole paragraph; (iv) art. 17, caput and its items; and (v) Annexes I, II, V, VI, VII and VIII. The author points out that the LC reduces the area of the Jaci-Paraná Extractive Reserve and the Guajará-Mirim State Park and, as compensation, creates the Ilha das Flores and Abaitará State Parks, the Bom Jardim and Limoeiro Sustainable Development Reserves and the Pau D'Óleo Fauna Reserve. In addition, the LC allows the environmental regularization of the property or possession of the owners or possessors in the disused areas of the Extractive Reserve and the State Park. It states that these Conservation Units (UCs) are illegally occupied and deforestation occurs to the detriment of the rights of traditional populations (extractivists and others), being used mainly for livestock farming. The removal of these areas directly impacts the Uru-eu-wau-wau, Karipuna, Igarapé Lage, Igarapé Ribeirão, Karitina Indigenous Lands and the peoples in voluntary isolation in the surrounding region.","Whether the state Complementary Law (LC) 1.089/2021, initiated by the State Governor, is unconstitutional, questioning in particular: (i) art. 1º, caput, and its paragraphs 1º and 2º; (ii) art. 2º, caput and paragraphs 1º and 2º; (iii) art. 15, caput and sole paragraph; (iv) art. 17, caput and its items; and (v) Annexes I, II, V, VI, VII and VII.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211101_ADI-0804739-62.2021.8.22.0000_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_ADI-0804739-62.2021.8.22.0000_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210501_ADI-0804739-62.2021.8.22.0000_petition-1.pdf",https://climatecasechart.com/non-us-case/state-adi-0804739-6220218220000-jaci-parana-extractive-reserve-and-guajara-mirim-state-park
Herrera Carrion et al. v. Ministry of the Environment et al. (Caso Mecheros),2020,,Decided,"Suits against governments, Human Rights, Youth/Children, Suits against governments, Human Rights, Right to a healthy environment","Ecuador, Family, Women, and Children Judicial Unit of Lago Agrio in the Sucumbios Province, Ecuador, Multicompetent Chamber of the Provincial Court of Justice of Sucumbíos","International Law, American Convention on Human Rights, San Salvador Protocol, Ecuador, Organic Environmental Code, International Law, UNFCCC, Paris Agreement","On February 18, 2020, a group of nine girls from the provinces of Sucumbíos and Orellana filed a constitutional injunction (acción de protección) against the government of Ecuador. In their lawsuit, plaintiffs claimed that gas flaring is unlawful, although it can be authorised by exception, and that despite this, the State has made it a common practice, which constitutes a violation of the rights to health, water and food sovereignty, the right to a healthy environment and, the rights of Nature. They furthermore argued that pollution of gas flaring causes serious impacts on the environment and on people's health, damage to biodiversity and the cycles of nature, and contributes to climate change. Plaintiffs requested, inter alia, the annulment of all gas flaring authorizations, the immediate elimination of all flaring towers located in various areas of the Amazon where there is oil activity, and the prohibition of new oil-related flares in the region.",Whether gas flaring resulting from State’s authorization produces the violation of human rights violations of a group of nine children.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210729_16152_ruling.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200507_16152_decision.pdf",https://climatecasechart.com/non-us-case/herrera-carrion-et-al-v-ministry-of-the-environment-et-al-caso-mecheros
Greenpeace et al. v. Austria,2020,,Decided,"Suits against governments, Human Rights, Other","Austria, Constitutional Court","International Law, European Convention on Human Rights","On February 20, 2020, Greenpeace Austria and 8,063 petitioners filed a request with the Constitutional Court to invalidate tax exemptions that give credits to air travel and not railways. The request arises out of Article 2 and Article 8 of the European Convention on Human Rights, Article 2 and Article 7 of the Charter of Fundamental Rights, and the principle of equality before the law. The submission also contains a request for preliminary ruling with the European Court of Justice regarding the legal nature of Article 37 of the Charter of Fundamental Rights.","Greenpeace sued to invalidate tax credits on air travel, arguing that GHGs pose a threat to human rights.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200220_NA_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200930_NA_decision-1.pdf",https://climatecasechart.com/non-us-case/greenpeace-v-austria
Company Workers Union of Maritima & Commercial Somarco Limited and Others v Ministry of Energy,2021,318-2021; 25.530-2021,Decided,"Suits against governments, Just transition","Chile, Court of Appeal of Antofagasta, Chile, Supreme Court","Chile, Nationally Determined Contribution, Chile, Decree Nº 62/2006 (Regulation on Power Transfers between Generating Companies), Chile, Decree Nº 50/2020 (on coal-fired power plant retirement agreements), Chile, Constitution of Chile","On June 4, 2019, the Ministry of Energy, and the energy companies involved in decarbonization process, signed an Agreement on the phase-out of coal-fired thermoelectric power plants. Chile's Energy Sector Decarbonization Plan contains a gradual closure of existing coal-fired power plants at the national level. Coal power plants accounted for 36.7% of energy generation in 2019 and for 25% of greenhouse gas emissions. Chile’s goal is to reach carbon neutrality by 2005. As part of the decarbonization agreement, the government launched the process to elaborate a Just Energy Transition Strategy.",Whether the government's energy decarbonization plan failed to include the participation of workers and violated their human rights under a just transition.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210121_318-2021-25.530-2021_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210219_318-2021-25.530-2021_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210326_318-2021-25.530-2021_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210401_318-2021-25.530-2021_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210809_318-2021-25.530-2021_ruling-1.pdf",https://climatecasechart.com/non-us-case/company-workers-union-of-maritima-commercial-somarco-limited-and-others-with-ministry-of-energy
Finnish Association for Nature Conservation and others v Finland,2024,,Decided,"Suits against governments, Human Rights, Indigenous Groups","Finland, Supreme Administrative Court","Finland, Climate Act 2022","In August 2024, a coalition of six Finnish environmental and human rights organizations, including Finnish Nature Conservation Union, Greenpeace, Amnesty International Finland, Climate Parents, Nature Association and Suoma Sámi Nuorat - Suomen Sámi youth filed a lawsuit against the Finnish government at the Supreme Administrative Court of Finland. In Finland, the warming of the climate has a strong impact on the traditional ways of life of the Sámi people and, thus, on the Sámi culture. The plaintiffs claim that the Finnish government’s inadequate climate policies are not only a breach of the nation’s own laws but also a violation of human rights. The plaintiffs argue that the Government's insufficient climate actions and ignoring the special status of the Sami people in the preparation of policy measures in the land use sector violate the rights guaranteed to the Sami people by the Constitution and outlined in Finland’s 2022 Climate Act, which aims to achieve carbon neutrality by 2035.",Whether the Finnish government’s climate policies are a breach of the nation’s own laws and whether the policies are also a violation of human rights.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2025/20250117_83751_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2025/20250117_83751_decision-1.pdf",https://climatecasechart.com/non-us-case/finnish-association-for-nature-conservation-and-others-v-finland
Urgenda Foundation v. State of the Netherlands,2015,[2015] HAZA C/09/00456689,Decided,"Suits against governments, GHG emissions reduction and trading, Other","Netherlands, The Hague, Court of Appeals, Netherlands, The Hague, District Court","Netherlands, Constitution, International Law, European Convention on Human Rights","A Dutch environmental group, the Urgenda Foundation, and 900 Dutch citizens sued the Dutch government to require it to do more to prevent global climate change. The court in the Hague ordered the Dutch state to limit GHG emissions to 25% below 1990 levels by 2020, finding the government’s existing pledge to reduce emissions by 17% insufficient to meet the state’s fair contribution toward the UN goal of keeping global temperature increases within two degrees Celsius of pre-industrial conditions. The court concluded that the state has a duty to take climate change mitigation measures due to the “severity of the consequences of climate change and the great risk of climate change occurring.” In reaching this conclusion, the court cited (without directly applying) Article 21 of the Dutch Constitution; EU emissions reduction targets; principles under the European Convention on Human Rights; the “no harm” principle of international law; the doctrine of hazardous negligence; the principle of fairness, the precautionary principle, and the sustainability principle embodied in the UN Framework Convention on Climate Change; and the principle of a high protection level, the precautionary principle, and the prevention principle embodied in the European climate policy. The court did not specify how the government should meet the reduction mandate, but offered several suggestions, including emissions trading or tax measures. This is the first decision by any court in the world ordering states to limit greenhouse gas emissions for reasons other than statutory mandates.",Seeking declaratory judgment and injunction to compel the Dutch government to reduce GHG emissions,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150624_2015-HAZA-C0900456689_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181009_2015-HAZA-C0900456689_decision-3.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181009_2015-HAZA-C0900456689_decision-4.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190108_2015-HAZA-C0900456689_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190412_2015-HAZA-C0900456689_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190913_2015-HAZA-C0900456689_opinion.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190913_2015-HAZA-C0900456689_opinion-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191220_2015-HAZA-C0900456689_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200113_2015-HAZA-C0900456689_judgment.pdf",https://climatecasechart.com/non-us-case/urgenda-foundation-v-kingdom-of-the-netherlands
The Norwegian Grandparents’ Climate Campaign and others v. Norway,2021,Case no. 19026/21,Pending,"Suits against governments, Human Rights, Other","International Courts & Tribunals, European Court of Human Rights",,"The application relates to a judgment of the Norwegian Supreme Court given in the course of judicial review of a governmental decision of June 10, 2016, granting ten oil production licenses, entailing in particular, exclusive rights to survey, exploration drilling, and production of petroleum deposits in areas covered by the licenses.",Whether the granting of oil licenses violates human rights under the European Convention.,No case documents are available.,https://climatecasechart.com/non-us-case/the-norwegian-grandparents-climate-campaign-and-others-v-norway
Greenpeace Mexico v. Ministry of Energy and Others (on the Energy Sector Program),2020,Amparo No. 372/2020,Decided,"Suits against governments, Energy and power, Suits against governments, Human Rights, Right to a healthy environment","Mexico, District Court in Administrative Matters","Mexico, Electricity Industry Law, Mexico, Constitution","On August 20, 2020, Greenpeace Mexico lodged a complaint in the District Court of Mexico City against Mexico's Energy Sector Program for 2020-2024, which had been finalized on July 8, 2020. The complaint asserts that the Program infringes upon human rights, including the right to a healthy environment and access to electricity from renewable sources. This infringement stems from the Program's promotion of fossil fuel usage at the expense of investments in renewable energy, greenhouse gas reduction, and climate adaptation.",Whether Mexico's energy sector policy violates human rights by promoting fossil fuels at the expense of renewables,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200820_Amparo-No.-3722020_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200921_Amparo-No.-3722020_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210319_Amparo-No.-3722020_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230331_Amparo-No.-3722020_decision-1.pdf",https://climatecasechart.com/non-us-case/greenpeace-mexico-v-ministry-of-energy-and-others
Fridays for Future Estonia vs. Environmental Board,2024,,Pending,"Suits against governments, Human Rights, Youth/Children, Suits against governments, Environmental assessment and permitting, Utilities, Suits against governments, Human Rights, Right to a healthy environment, Suits against governments, Protecting biodiveristy and ecosystems","Estonia, Tallinn Administrative Court","International Law, UNFCCC, Paris Agreement, Estonia, General Part of the Environmental Code Act, International Law, European Convention on Human Rights, International Law, UN Convention on the Rights of the Child","In May 2024, the Estonian Environmental Board issued an integrated permit to the new state-owned Enefit280-2 shale oil plant, allowing it to operate until the end of 2034. Following the Supreme Court ruling in Fridays for Future Estonia (MTÜ Loodusvõlu) vs. Eesti Energia regarding the construction permit issued to the same plant (https://climatecasechart.com/non-us-case/11477/), Fridays for Future Estonia filed another claim in June 2024 to stop the operation of the plant.",Whether it is legal to allow a new fossil fuel plant to begin operations,No case documents are available.,https://climatecasechart.com/non-us-case/fridays-for-future-estonia-vs-environmental-board
ADPF 746 (Fires in the Pantanal and the Amazon Forest),2020,ADPF 746,Decided,"Suits against governments, Human Rights, Youth/Children, Suits against governments, Human Rights, Right to a healthy environment, Suits against governments, Human Rights, Indigenous Groups","Brazil, Federal District, Federal District Federal Court","Brazil, National Environmental Policy (Federal Law 6 938/81)","On September 24, 2020, an Allegation of Noncompliance with a Fundamental Precept (ADPF), with a request for an injunction, was filed by the Labor Party (PT) due to the omission of the Federal Executive Branch regarding the duties of protection, prevention, precaution, inspection, conservation, surveillance and sustainability of the environment and, in particular, with regard to its action against fires that affected the Pantanal ecosystem and the Amazon Forest, emphasizing that this scenario affects climate change. The case highlights the economic and social impacts of the fires, especially for the native communities of the Pantanal, as well as the impacts of fires on the health of animals and the population, even more aggravated by the COVID-19 pandemic. The plaintiffs state that there are risks for future generations, considering that the environmental effects, especially on the climate, are gradual. In addition, it points to violations of human dignity and rights to health, life and an ecologically balanced environment, as well as a lack of commitment to addressing the climate issue. It highlights that the quilombola, riverside and indigenous populations are the most directly affected. It therefore alleges structural failure in the environmental protection system.",Whether forest fires in the Pantanal ecosystem and the Amazon rainforest violate human rights of traditional and Indigenous communities.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200901_ADPF-746_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_ADPF-746_judgment.pdf",https://climatecasechart.com/non-us-case/adpf-746-fires-in-the-pantanal-and-the-amazon-forest
"Tristan Runge, et al. v. State of Saxony",2021,,Decided,"Suits against governments, Human Rights, Youth/Children, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","International Law, UNFCCC, Paris Agreement, Germany, Constitution, Germany, Federal Climate Protection Act of 2019 (KSG)","On September 9, 2021, the youth plaintiffs Tristan Raphael Carsten Runge, Robert Dietz, and Alexander Klein, supported by environmental organization Deutsche Umwelthilfe (DUH; Environmental Action Germany) brought a constitutional claim against the state of Saxony, for its failure to adopt a climate protection law. An initiative from 2020 was unsuccessful. Plaintiffs invoked the state’s duty to protect their fundamental rights, to request that the state legally stipulate a GHG emissions reduction pathway towards achieving climate neutrality by 2045, to comply with the Federal Climate Protection Act and the overarching 1.5°C temperature target, as informed by the Paris Agreement. This case is part of a series of eleven separate constitutional complaints supported by DUH against ten federal states, following the Constitutional Court’s Neubauer decision in 2021.",The lack of a climate protection law in the State of Saxony.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210909_14614_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_14614_order.pdf",https://climatecasechart.com/non-us-case/tristan-runge-et-al-v-state-of-sachsen
"Petition to the Inter-American Commission on Human Rights Seeking to Redress Violations of the Rights of Children in Cité Soleil, Haiti",2021,,Pending,"Suits against governments, Human Rights, Youth/Children","International Courts & Tribunals, Inter-American System of Human Rights, Inter-American Commission on Human Rights","International Law, American Convention on Human Rights, San Salvador Protocol","On February 4, 2021, Haitian children petitioned the Inter-American Commission on Human Rights to redress human rights violations stemming from waste disposal in their residential district. The petition lays out a factual background of toxic trash disposal from Port-Au-Prince in the residential district of Cité Soleil, which causes short and long term health harms most acutely affecting children. The petition includes a discussion of climate change's exacerbation of the harms to children through environmental displacement and exacerbation of waterborne diseases. Petitioners allege violations of the American Convention's Rights of the Child (Article 19), the Right to Dignity (Article 11), the Right to Live in a Healthy Environment (Articles 4, 26), and the Right to Judicial Protection (Article 25). The Commission is expected to first decide whether to assert jurisdiction.","Whether the health harms from trash disposal, exacerbated by climate change, violate Haitian children's human rights.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210204_13174_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210204_13174_petition-2.pdf",https://climatecasechart.com/non-us-case/petition-to-the-inter-american-commission-on-human-rights-seeking-to-redress-violations-of-the-rights-of-children-in-cite-soleil-haiti
Leghari v. Federation of Pakistan,2015,(2015) W.P. No. 25501/201,Granted,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Human Rights, Right to a healthy environment","Pakistan, Punjab, Lahore High Court","Pakistan, National Climate Policy and Framework of 2012","Asghar Leghari, a Pakistani farmer sued the national government for failure to carry out the National Climate Change Policy of 2012 and the Framework for Implementation of Climate Change Policy (2014-2030). Leghari argued that the government should pursue climate mitigation or adaptation efforts, and that the government’s failure to meet its climate change adaptation targets had resulted in immediate impacts on Pakistan’s water, food, and energy security. Such impacts offended his fundamental right to life.",Farmer challenged government for failure to carry out core provisions of 2012 law,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150404_2015-W.P.-No.-25501201_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150414_2015-W.P.-No.-25501201_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180125_2015-W.P.-No.-25501201_judgment.pdf",https://climatecasechart.com/non-us-case/ashgar-leghari-v-federation-of-pakistan
Ruling on Modification to Ethanol Fuel Rule,2019,610/2019,Decided,,"Mexico, Supreme Court","Mexico, Constitution","On January 22, 2020, the Second Chamber of the Supreme Court of Mexico rendered a decisive judgment, nullifying a governmental agency's action aimed at permitting an elevated ethanol content within gasoline. The Court's ruling was underpinned by a profound consideration of both the precautionary principle and the fundamental right to a healthful environment, which necessitated a thorough assessment of the environmental perils associated with ethanol, notably its role in exacerbating GHG emissions.",Whether Mexico's rule increasing the maximum ethanol content in fuel content is constitutional.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200122_6102019_opinion.pdf,https://climatecasechart.com/non-us-case/ruling-on-modification-to-ethanol-fuel-rule
"Otis Hoffman, et al. v. State of Mecklenburg-Vorpommern",2021,,Decided,"Suits against governments, Human Rights, Youth/Children, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","International Law, UNFCCC, Paris Agreement, Germany, Constitution, Germany, Federal Climate Protection Act of 2019 (KSG)","On September 9, 2021, Otis Hoffman, Camille Marie Damm, Hannes Damm, and two children, supported by environmental organization Deutsche Umwelthilfe (DUH; Environmental Action Germany) brought a constitutional claim against the state of Mecklenburg-Vorpommern (MV), for its failure to adopt a climate protection law. In January 2021, a climate bill was introduced to the state parliament, but rejected in April 2021. Plaintiffs invoked the state’s duty to protect their fundamental rights, to request that the state legally stipulate a GHG emissions reduction pathway towards achieving climate neutrality by 2045, to comply with the Federal Climate Protection Act and the overarching 1.5°C temperature target, as informed by the Paris Agreement. This case is part of a series of eleven separate constitutional complaints supported by DUH against ten federal states, following the Constitutional Court’s Neubauer decision in 2021.",The lack of a climate protection law in the State of Mecklenburg-Vorpommern.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210909_14610_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_14610_order.pdf",https://climatecasechart.com/non-us-case/otis-hoffman-et-al-v-state-of-mecklenburg-vorpommern
Declic et al. v. The Romanian Government,2023,Case No. 114/33/2023 (trial proceedings); Case No. 2683/1/2023 (appeal proceedings),Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Romania, Cluj Court of Appeal","Romania, Constitution of Romania, Article 135(2), European Union, Secondary Law, Directives, Energy Efficiency Directive, Romania, Constitution of Romania, Article 136(3), European Union, Secondary Law, Regulations, Regulation 2021/1119, International Law, UNFCCC, Paris Agreement, European Union, Primary Law, Charter of Fundamental Rights of the EU, European Union, Secondary Law, Directives, 2018 Revised Renewable Energy Directive","On January 31, 2023, the NGO Declic and a group of individuals issued an application for judicial review  before the Cluj Court of Appeal against the Romanian Government, the Ministry of Energy, the Ministry of Environment, Water and Forests, seeking that the court order the authorities to take all necessary measures to reduce greenhouse gas emissions (hereinafter GHG) by 55% by 2030 compared to 1990 levels and to achieve climate neutrality by 2050. They also demand that the Court order the Romanian Government et al. to take adequate measures to increase the share of renewable energy in final energy consumption to 45% and to increase energy efficiency by 13% by 2030.","Whether the mitigation and adaptation targets undertaken by the Romanian authorities violate the Paris Agreement, European and domestic law","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230131_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_complaint-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230201_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_order-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230328_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230303_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230522_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_judgment-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_judgment.pdf",https://climatecasechart.com/non-us-case/declic-et-al-v-the-romanian-government
Greenpeace v. Energy Regulatory Commission (CRE),2023,Amparo No. 239/2023,Pending,"Suits against governments, Human Rights, Right to a healthy environment","Mexico, District Court in Administrative Matters","Mexico, Paris Agreement, Mexico, Energy Transition Law, Mexico, General Law on Climate Change, Mexico, Constitution","In July 2023, Greenpeace Mexico filed a lawsuit against the Energy Regulatory Commission (Comisión Reguladora de Energía or CRE), challenging the “Resolution No. A/018/2023 of the Energy Regulatory Commission, which updates the reference values of the methodologies for calculating the efficiency of electric energy cogeneration systems and the criteria for determining efficient cogeneration, as well as the efficiency criteria and calculation methodology for determining the percentage of fuel-free energy established in Resolutions RES/003/2011, RES/206/2014, RES/291/2012 and RES/1838/2016, respectively”.",Whether the Resolution No. A/018/2023 of the Energy Regulatory Commission violates the constitutional right to a healthy environment by permitting that a fraction of the electricity generated by fossil gas-fired combined cycle power plants can be considered as clean energy.,No case documents are available.,https://climatecasechart.com/non-us-case/greenpeace-v-energy-regulatory-commission-cre
"Emma Johanna Kiehm, et al. v. State of Brandenburg",2021,,Decided,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","International Law, UNFCCC, Paris Agreement, Germany, Constitution, Germany, Federal Climate Protection Act of 2019 (KSG)","On June 30, 2021, the youth plaintiffs Emma Johanna Kiehm, Lina Freyert, Ameline Pelikan and landowners Prof. Paul Brodowsky, Ruth Feindel-Brodowsky and Wolfgang Georgsdorf, supported by environmental organization Deutsche Umwelthilfe (DUH; Environmental Action Germany), brought a constitutional claim against the state of Brandenburg for its failure to adopt a climate protection law. The plaintiffs invoked the state’s duty to protect their fundamental rights – including personal freedoms and rights to property – to request that the state legally stipulate a GHG emissions reduction pathway towards achieving climate neutrality by 2045, to comply with the Federal Climate Protection Act and the overarching 1.5°C temperature target, as informed by the Paris Agreement. This case is part of a series of eleven separate constitutional complaints supported by DUH against ten federal states, following the Constitutional Court’s Neubauer decision in 2021.",The lack of a climate protection law in the State of Brandenburg.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210913_14620_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_14620_order.pdf",https://climatecasechart.com/non-us-case/emma-johanna-kiehm-et-al-v-state-of-brandenburg
Amarnath Jha v. Office of the Prime Minister and Council of Ministers,2019,"076-WO-1404, Decision Number 10743",Decided,"Suits against governments, Human Rights, Other",,"Nepal, The Environment Protection Act, Nepal, Constitution","The 2017 monsoon in Nepal brought incessant rainfall within a very compressed calendar, resulting in flash floods and landslides across a vast swathe of Terai’s plains. An Initial Rapid Assessment (IRA) by the Ministry of Home Affairs showed that the disaster claimed 141 lives, injured 117 persons, displaced over 460,900 people, and left 24 missing. Damage to houses, infrastructure, and productive resources was severe with 65,000 houses destroyed and over 120,100 partially damaged.",Liability for damages arising from the Government’s inadequate response to flooding and extreme weather events,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190101_076-WO-1404-Decision-Number-10743_judgment.pdf,https://climatecasechart.com/non-us-case/amarnath-jha-v-office-of-the-prime-minister-and-council-of-ministers
ClientEarth v Poland (on behalf of M.G.),2021,,Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Poland, District Court","Poland, Civil Code, International Law, European Convention on Human Rights","ClientEarth, on behalf of a private citizen, brought an action against the Polish government alleging human rights violations for their failure to protect the citizen from the worsening effects of climate change. The case names the State Treasury as the defendant, represented by Minister for Climate and Environment, Minister for State Assets, Minister for Development, Labour and Technology, Minister for Infrastructure, Minister for Agriculture and Rural Development, and the Minister for Funds and Regional Policy. The plaintiff asks the court to determine the defendant's liability resulting from the public authorities’ allowing the emission of greenhouse gases (GHG) from the territory of Poland in excess of the ‘fair share.’ The plaintiff alleges this resulted in violations of the right to enjoy the value of the natural environment, including the right to live in stable and safe climatic conditions, health, respect for the place of residence, the right to privacy and respect for family life.",Whether the Polish government’s failure to protect plaintiff from the worsening effects of climate change violates personal and human rights,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210611_15702_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210908_15702_decision.pdf",https://climatecasechart.com/non-us-case/clientearth-v-poland-acting-on-behalf-of-mg
